text,target
	秋招之前觉得自己自带主角光环，秋招之后发现...举步维艰?,求助贴
八大实习岗位内推	还没实习的同学速来,招聘信息
"24暑期实习问题	24届选手，目前找到一份姑且算大厂实习工作，打算看情况实习到四五月份，但暑期实习一般三月份好像就开了，想问下各位大佬我是在实习期间就去投暑期实习，还是实习结束后再考虑投不投暑期实习（虽然那时候可能就有点迟了，并且到时候还会有开题各种关于毕业的事）。<a href=""/subject/index/7ed2b413c8e64f9da9e460af91f577de"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习#</a><a href=""/subject/index/d680875b8f4a4269ac31a700d3a91b22"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#暑期实习#</a><a href=""/subject/index/8581780cbaca4ac98371b9aebf78045a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#日常实习#</a>",求助贴
"求个经纬恒润秋招群	base西安，北京实习一年<a href=""/subject/index/2901137acad645cb955878179d1dff3a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#经纬恒润秋招#</a><a href=""/subject/index/293645f0685044bf82b99e337e74dc8d"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#经纬恒润2023秋招信息汇总#</a><a href=""/subject/index/990d3db0e36d47b39ceaf21e75719b57"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#经纬恒润#</a><a href=""/subject/index/293645f0685044bf82b99e337e74dc8d"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#经纬恒润2023秋招信息汇总#</a><a href=""/subject/index/d6ab7c338bdc474986fe11acc3c31fea"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#经纬恒润校招#</a>",招聘信息
"	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>  我的第一份实习应该在东风本田 ，但是由于公司和疫情的影响 ，我最终去了东风日产开始了第一份实习。其实还是想去东风本田实习的，去那边实习的话会体会到以后工作的内容，会对自己以后的工作有一个大概的了解 。东风日产这边是一个实习夏令营 ，我们没有接触点到工作员工 ，我们会看到我们以后的工作环境。我们实习主要是讲公司的价值体系 ，还有汽车的价值体系，还有公司各个部门的主要职责 ，...",求助贴
"去选调还是去大厂当牛马	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a><a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> 本人浙江人，只考虑杭州或老家市里工作 选调虽然省直，但是是在老家市里的单位，有点香 内心有点想去大厂试试看，但是又怕适应不了，也怕裁员 各位有啥建议捏？",求助贴
"	<a href=""/subject/index/c754b14b313646f4b3d27cfae76dd8ed"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊通信/硬件人的第一份实习#</a>我的第一份实习是大一下学期做的一份运营实习......这份实习是因为偶然而得到的。在这份实习中，我学会了如何严谨地对待工作，毕竟工作不是儿戏。",招聘信息
"年底研发实习岗位是多是少啊	感觉年底投的实习连一点回复都没有是怎么回事 去年秋招也不至于这样 <a href=""/subject/index/a00cb3df41b443ce9ba74e9ff3863d55"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#日常实习offer#</a> 岗位推荐 <a href=""/subject/index/6a8f58d1c7d741aa99d885472626f58b"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的2023新年愿望#</a>",求助贴
"	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>第一份实习都不算是自己找的，是踏进了老师课题组的一刹那就决定的，研一下学期结束后就去了指定的公司实习，是青岛蔚海明祥技术有限公司，岗位是机电一体化工程师，实习时间长达一年半，参与了多个项目，参与了包括结构设计、电气设计和测试等多项工作，使我了解到了一个项目到底是如何开展的，为以后的工作打下了坚实的基础。",经验贴
"	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>  本科期间第一个实习是电工电子实习，没有搞金工实习，搞了收音机。能听五个台。焊接可太有意思了。 研究生第一次实习是去了一个保密单位，见识了人家的福利待遇，真不错啊！[羞涩]不过后来没去这个单位工作。离家远了点[发火]",招聘信息
"希望所有实习都按美少年那样卷	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a> 去美的实习的同学绝对是很爽的，单人宿舍让多少正式工作的同学都羡慕啊，如果有一份实习可以提供良好的住宿以及饮食条件，大家都很愿意去投递。[牛泪][牛泪][牛泪]毕竟下班的时间还是想在好一些的环境呆吧（白嫖的情况下）",求助贴
"牛客的一年	从研二找实习时开始使用牛客，到秋招结束，在牛客查看了无数的经验贴，也顺利完成了实习、秋招，感谢牛客！希望越来越好！   <a href=""/subject/index/bfb829bf77c74a459cdb9f6b209b9155"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#牛客#</a>",经验贴
用友2023校招补录	用友校招内推码，内推码：Y6rh8bGE 投递链接：https://mz.diwork.com/html/activities/schoolRecruitment/html/newdimension.html?encode=Y6rh8bGE,招聘信息
用友2023校招补录	用友校招内推码，内推码：Y6rh8bGE 投递链接：https://mz.diwork.com/html/activities/schoolRecruitment/html/newdimension.html?encode=Y6rh8bGE 岗位要求：https://mp.weixin.qq.com/s/rcaHvzQbn2T8_LEicyzDxA,招聘信息
"春招	现在疫情这么严重，我感觉明年春招很悬，希望早点开放[摸鱼中]<a href=""/subject/index/9e41701f0b6b4262875d74f3238ebddd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春招不停#</a>",招聘信息
"实习就是去给大佬们端茶倒水嘛	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>  不！是！的！(大声) 楼主认为实习其实约等于一次沙盒体验工作。完全无需担心绩效，成果，甚至不用担心会不会得罪领导。楼主现在也在实习，工作还是蛮轻松的，有好大哥带着，有问题可以随时问，好大哥也会经常主动帮我解决一下问题。工作内容和正常的机械设计工程师差不多，不过相对简单点，一般都是技术验证之类的，即便出错，后果也不严重，但是又可以放心大胆的设计自己想尝试的方案。",招聘信息
"	大海思的通软岗位怎么样啊 <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a>",招聘信息
后端实习怎么决策？	是找个普通后端实习过渡好还是直接全力准备暑期大厂实习？,求助贴
"找实习，有大佬帮忙看一下嘛	<a href=""/subject/index/2a49e42bf6204c8bb0a933f4955cb2c7"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习投递#</a> 双非，求营销/品牌实习，这简历能过关吗[好无辜]",求助贴
"广东移动粤港澳大湾区创新研究院	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a> <a href=""/subject/index/e2c24b101cb3490dab5f3275fbe09d4b"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#中国移动#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/6aaf7525961b471ca1ee6f15eaad60a4"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的求职思考#</a> ...中国移动广东公司发体检通知了，不知道是不是差额体检，有小伙伴了解这个创研院的待遇吗？这体检发的也太晚了[牛泪][牛泪]",求助贴
"秋招必胜	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/c4ec4b5936f349108caa46e6e820c4c1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我与牛客的2022#</a>",招聘信息
【秋招内推】2023米哈游校招等你来！	校招内推码：EG9BH 米哈游2023秋招正式开启！！ 校招网申链接：campus.mihoyo.com 内推简历可优先筛选！ 心动不如行动！投起来投起来  ps.可以带猫主子狗主子上班哈哈哈 上班撸猫不是梦 布偶超可爱,招聘信息
字节跳动内推，社招&amp;校招&amp;实习均可内推！	社招/校招/实习，北/上/广/深/杭，技术/产品/运营/设计……所有岗位均可内推。前端校招/实习  可免费评估简历（社招就算了，俺不配）～ 投递链接 社招：https://job.toutiao.com/s/j8xeUKU校招&实习： https://jobs.toutiao.com/s/j8xAqCw ...自我介绍 学历信息：22届 普通一本（双非） 通信工程专业目前职位：字节跳动-抖音电商-前端开发工程师 本人双非跨专业 入职字节跳动前端岗位，如需咨询，点我头像...字节跳动所有岗位均可内推，,招聘信息
实习半年离职啦！天美王者荣耀数据分析一些实习心得...	通过以下五部分分享实习的心得体会：   * 一 情况介绍   * 二 实习心得   * 三 社招面经   * 四 实习历程   * 五 实习感悟 一、情况介绍 重新介绍一下自己吧，双非本科，目标数据分析师，本科5段实习，其中腾讯实习近一年，IEG海外游戏直播数据科学和分析实习 4 个月，天美王者海外数据和用研分析实习半年，在王者海外负责游戏用研模块和协助数据分析模块，本来打算留学，21年底打算就业，tx 实习近一年没有转正，在离职后通过社招...,经验贴
科大讯飞、内推、秋招offer	科大讯飞，秋招内推，还没offer的同学快快过来！！！！ 1.可私信我咨询求职相关疑问  2.可帮忙指导简历，当天凌晨之前反馈（简历发送至：chang_sowing@163.com） 3.投递通道： https://campus.iflytek.com/ （内推码：changliu35） #秋招##2023秋招#求offer#offer比较#,招聘信息
秋招破0记录，宁德时代	【前言】 秋招第一个offer，还是得纪念一下 现在在纠结要不要签双方 【时间线】  官网投递（7/22）——面试（8/8）——行测（8/9）——offer（8/24） 【面试】 中间出了小插曲HR和面试官很快解决了 感觉比较有条理，挺愉快  我就一轮面试技术面 问的主要是项目、实习经历和一些“传统问题” 【行测】 面试结束两分钟不到面试通过，收到行测 就是传统的语言、图形、图表之类的  【offer】 半个月后收到薪资座谈会邮件 当天收到offer...,求助贴
产品岗秋招 一定要想清楚	产品岗秋招非常不容易，去年的数据也是非常残酷的，具体数据想了解的可以私聊我，不适合发在公屏上哈哈哈。  建议各位求职产品的同学想清楚目的和发展，选好行业和赛道，不要硬卷，上岸才是王道。  携程内推，可私发简历直达hr。实习&秋招 本人产品岗，去年暑期在腾讯csig实习，后秋招上岸携程。 产品相关问题均可交流。 祝愿大家都可以有一份满意的offer！！！  #秋招# #腾...展开 ,招聘信息
北森要求去实习才给提前批offer	如题，北森要求去实习才给提前批 offer 9.1 晚收到 hr 电话说，北森二面过了，具体面试经历：北森秋招（提前批）前端一二面面经  问能不能去实习，定下实习时间的话就沟通提前批offer，不然提前批流程就中止了 虽然面之前就这么说了，当时想的就是面一下攒攒面经，万一过了也没想去  但是秋招到目前还是0 offer的状态，真的怕秋招就…… 所以真的过了还是有点小纠结的[无语子] 本人目前状态：网易实习中，不累不卷，笔面也都能处理...,经验贴
提前批秋招进度	#秋招 ...双非渣硕 已oc：理想、oppo 已hr面：zeku 待hr面：美团点评、滴滴国际化、蔚来智能座舱 待一面：tcl 已笔试：京东、小米  已投递无音讯：bilibili、小红书、华为、荣耀 等等等等 已拒面：百度、zoom、兴业数金,求助贴
字节凉到底……秋招直接弃疗，我不配	之前实习投过字节，本人太菜，从没有面试过，秋招直接摆烂不投啦哈哈哈,求助贴
秋招简历	双非二本，求大佬们帮忙看看简历，秋招有希望吗？,求助贴
迟来的秋招总结～～给牛油们打打气～～	迟来的秋招总结，拖延症又犯了，从元旦一直拖到现在。  本人渣硕一枚，硕士计算机。从2021.7.12开始，我的秋招之旅正式开始了，在学校的寝室里刷题，背八股，每天两点一线，宿舍，食堂。每天不断的刷牛客，看到每天都有人拿到offer，其实是很焦虑。 进入8月份后，就是做不完的笔试，也进入了海投的阶段，能投的公司基本全部都投来一遍。在8月底，8.27号，进行了秋招的第一次面试，百度的提前批，记得很清楚，自己答的一踏糊涂，从...,求助贴
OPPO 增长产品经理 实习面经 热乎	OPPO 增长产品 背景：双非本，字节一段运营实习，产品零经验 一面（30mins）： 1. 面试官自我介绍（介绍部门和业务）； 2.  自我介绍； 3. 介绍实习上的项目（第一份）； 4. 深挖，电话打不通的情况怎么考虑； 5. 如何降本增效； 6.  sql简单题，group by即可实现； 7. 为什么要做产品经历； 8. 如何跟研发沟通 9. 自己的职业规划？（类似）   10.什么时候到岗，除了工作还有没有其他爱好 11.反问  总结：面试官特别友好，先自我...,求助贴
安踏运营分析A岗秋招	祝大家秋招顺利！ #秋招 #安踏 ...楼主双非本科，海外top50硕，ba专业 8.12 完成AI测试 8.23 进行无领导群面，题型是仓库城市选址维度排序 8.26 收到案例分析面试的通知  8.29 上交ppt 9.7 完成案例分析pre 至今无消息了，请问有同岗位的朋友已经有下一轮的消息了吗？ 有其他问题可以在评论区提问～,求助贴
秋招寒冬不如换个思维—试试中小厂	字节2022秋招有8000hc，今年2023届秋招只有3000hc，减少了60%。  阿里秋招8.18才开始，往年7月份就开始了，hc也少了很多，腾讯的校招9.15才开启，从大厂就可以看出来今年校招的形势了，很严峻。  其实，从今年年初互联网各大厂开始裁员，一大波互联网公司开始毁约校招生，卡试用期转正就看出来了，今年秋招难度肯定上升。  针对今年的秋招寒冬，给今年准备秋招的朋友分享几点建议： 一、多投投中小厂  今年秋招会难些，大厂的hc都...,招聘信息
小米小爱同学产品运营实习 面经	实习，还有投产品的实习吗 讲讲产品实习经历 产品实习让你收获了什么  运营实习主要做的什么角色 有功能包装写作的能力吗 自己在工作中主要是什么风格 实习时长等日常问题 复盘：自我介绍给自己挖了好多坑哈哈哈  在经验不足的时候，也许可以先谈理解、再谈经验 二面 自我介绍 对小爱产品的理解 在使用过程中有没有什么让你感到惊喜的地方 为......提到看到过小爱同学的各平台运营推广，具体讲讲你印象深刻的小爱新功能 做过产品和运营的,经验贴
个人秋招总结	本人211本，985硕，计算机...从个人秋招感受来说，测开岗算是秋招寒气里稍微没那么严重的。在花了大概一周多时间学完测开相关的基本内容后，就开始了海投之旅。大部分公司过简历不是问题，八股背的还行，撕代码也算勉勉强强，其实大厂今年测开岗还不算特别卷，如果一开始就冲测试，流程走下去的概率挺大的。  目前拿到了字节和美团的oc，携程、荣耀、华为、奇安信在池子里泡着，已经不打算继续面了，开躺。 最后祝大家秋招顺利吧。,经验贴
天翼云	秋招第二个意向书，因为之前实习面试通过了，所以秋招就只有一个主管面，然后就发了意向，两个月的秋招终于开始有offer了。,经验贴
成都百词斩供应链实习｜经验分享	在GAP的一年里我9个月都在百词斩实习，所以这是来自老实习生的经验分享哈哈哈哈！ 先介绍下当时我的情况 背景：双非+top100英硕gap中  专业对口但实习经验0 岗位：柚子鸭供应链管理实习生  关于money+恰饭就不说了，相关分享有很多，总之在成都的基本生活可以cover。下面重点说说这段实习中我的收获和成功获得offer的Tips！  我的收获：  1.了解了供应链专业的岗位细分，熟悉了供应链的日常工作内容，因为扁平化的管理工作的自主权...,经验贴
一个渣渣的秋招总结	本应在国庆假期前一天结束的秋招因为华为主管面被鸽，无奈只能推迟到国庆之后，不管华为入池与否，我的秋招也都到此结束了。  今年和去年此时此刻的心情可以说是截然不同，甚至是天差地别，去年此时在offershow上看到开奖之后的疯狂，各大公司充足的HC，心想：我好像赶上了互联网的盛世。然后到了今年七月份自己开始找工作才发现：今时不同往日了，攻守易型了。此时的我没有了去年此刻的遐想，每天都处在焦虑之中。   我的秋招一共...,招聘信息
请教下大佬们，秋招0offer，下一步怎么办	双非硕23毕业，暑假没出去实习，秋招投简历基本都石沉大海，只有几个面试也没后续。没实习经验挺吃亏的。 想请教一下大家，现在投实习，找个公司冬天实习两三个月，等春招再找工作，这样会不会比干等到明年春招更好,求助贴
从未毁约的神仙公司开始校招啦！	从未毁约的神仙公司开始校招啦！22届可投！ 内推免笔试~22届可投！ 【中迅农科】 国内领先的农药制剂企业！ 每年30%以上的复合增长速度！  校招至今从未与校招生毁约！ 试用期转正率90%以上！ 五天八小时工作制！不肝不卷！ 六大类岗位（IT、营销、研发、职能、品质管理、产品）、全国30+省市区  ———————————— 【面向对象】2022、2023届毕业生 【网申地址】 https://zhxcn.zhiye.com/campus   【内推免笔试！】我的内...,招聘信息
秋招基本结束，做一个小总结吧	秋招大概就是这样了，等迈瑞医疗和速腾聚创面试流程走完，秋招应该就结束了，真心希望华为能够捞我（如果有华为池子群，uu们可以分享一下呀）！...本人吉林人，211本，末流985硕士，天坑专业，主要投递的都是机械结构、仿真等岗位，从七月末开始陆陆续续投递了40多家，一半都石沉大海了 已意向：  1、三一重能（仿真工程师-长沙） 2、理想汽车（NVH工具开发工程师-上海） 3、美的（振动噪声工程师-无锡） 4、一汽大众（研发类-长春） ...,求助贴
秋招总结	不管怎么样结束秋招了，接下来争取顺利毕业...投了45家，面了十家，拿了5个offer，挂了两个，剩下有个已经挂了还没通知，另外两个还没开。,经验贴
offer比较，秋招	Java岗 秋招互联网公司基本结束了，现在手里就两个offer，比亚迪（深圳）和浪潮（济南） 想问问，以后跳槽，哪个平台更有利。  浪潮要逼签了，还想看看有没有好的机会[牛泪] 互联网寒冬真切的感受到了[牛泪],经验贴
秋招拿到宝洁Offer！的过程+经验分享	秋招过程中拿到宝洁供应链部门（Product Supply） offer的过程～  包含个人背景➕线上测评➕简历上传➕一面和二面的所有流程以及一面过程中所有的细节问题 希望能对大家在准备今年春招及后面的秋招过程有所帮助  祝大家都能拿到满意的offer！开启自己闪闪发光的职业生涯！ 1⃣️ 个人背景 本科双非食品专业  硕士211生物相关专业，期间自己通过CSC的渠道出国交流一段时间 两份实习经历（TOP房地产和快消公司MKT+本科学生会+硕士...,经验贴
菜鸡秋招offer求比较	我投的岗位全是前端开发，秋招大厂全部挂了，菜鸡的我主要投了中小厂，目前深信服这个小公司这两天要逼签三方，可我还在其他公司中纠结，希望各位大佬能给给建议：,求助贴
秋招总结测开菜鸡版	bg：双9硕，半科班，一段美团实习，秋招主投测开 从5月投递广联达提前批开始，就正式开始秋招了，到今天已经快5个月了[牛泪]来做个秋招总结  不完全统计共投递70家公司 拿到意向的有：美团（转正）、广联达（提前批）、禾赛科技（提前批）、东方财富（提前批）、锐捷网络（提前批）  池子：荣耀、蚂蚁（？）、阿里、交通银行、渤海银行  面试挂：快手（一面）、小红书（一面）、米哈游（一面）、雷火（一面）、京东（二面）、蔚来...,经验贴
文科硕士秋招总结	文科类秋招总结... 双非硕 管理学背景，做个秋招总结吧… 人月初开始投，今天终于差不多结束了 投了50多家，方向大多为营销，市场，客户经理  最终面试6家，意向4家   * ﻿﻿绿盟 售前 北京 总包20左右大白菜   * ﻿﻿中兴 mkt 老家 绿盟的四分之三(年终较多？   * ﻿﻿比亚迪 项目管理 西安 末开   * ﻿﻿中冶赛迪 解决方案工程师 央企但是签外   * 包，不考虑 其他：深信服客户经理流程中，目前三面己完成 不出意外签兴子了,经验贴
23秋招总结2---后端实习怎么准备？我是怎么拿到两个...	so我会在这个帖子介绍实习的准备过程，实习的要求以及实习体验。 楼主今年有两段实习经历：   * 4-5月份在字节的商业化部门实习了两个月；   * 8月份在农行实习了一个月； 两段都是基于Java技术栈做的后端开发，OK，先来讨论实习怎么准备： 还是分为三部分：八股，项目，算法题 （互联网私企有要求，国企一般不考察）。 具体来说：   * 算法：算法题至少刷2-3遍剑指offer题单，力扣hot100尽量刷一遍，此外推荐下一个宝藏刷题网站：...,求助贴
秋招总结-	今年秋招真的是寒气逼人，开始暑期实习其实还想准备找其他方向，发现大多数就简历挂，然后匆匆开始转测试\测开，秋招七八月份之后基本上投的都是测试或测开了，投了几乎也有七八十家，现在已经可以说麻了。简单写一下，算是自己秋招的总结啦，可能一些忘了，想起来在更吧  已凉 小米：数分实习简历挂、测试实习简历挂、秋招笔试挂【感觉像是被这个公司拉黑了，一投就挂】 滴滴：  二面挂【二面小哥哥人很好，和我说了很多，虽然挂...,求助贴
再见了秋招	双非硕放弃秋招了，再见！！---11.5池子无了，全gg[牛泪],求助贴
一个菜鸡的23秋招总结	目前基本结束了秋招面试，记得从7月初开始投简历，8月只有蔚来，字节给了面试机会，记得蔚来面了两轮，第一轮车联云二面给了一道英文hard挂掉，第二轮数字化部门与面试官相谈甚欢，结果一个月后排序挂掉。第一次大厂面试给了字节，稀里糊涂走到了三面， 当时对秋招还抱有乐观期待，以为可以早早结束秋招躺平，结果面完字节hr问我能不能先去实习，部门今年先来实习再转正，后面感觉不太稳于是放弃。  整个8月份是很煎熬的，投了很多...,求助贴
双非本如何找到自己的第一份实习 （投递方式篇）	虽然说线上实习的认可程度要远远低于实地实习，而且线上实习的水分和套路也很多，需要仔细鉴别，但是聊胜于无，我个人认为线上实习还是有一定的帮助的。  线上实习基本上也是可以从***和****上面找到，我注意到也有一些其他的线上实习平台提供了一些远程实习机会，我没有用过就不做评论了。  不过不论从哪个平台找远程实习都得注意以下几个点： 1.能否走人事 2.能否支持背调 3.能否有机会做到实际的工作 4.能否有机会转线下工作...,经验贴
秋招总结	秋招终于告一段落了，折磨心态的秋招，写个秋招总结也算对得起自己的秋招  因为家里是长春的，并不想走的太远，所以投的基本都是东北的企业和少部分的南方大厂，基本没投北上广深的公司（活不下去），可能因为自己学历的原因（双非硕）导致自己的面试很少  可以算从今年的一月份开始学习的java，虽然本硕都是科班，但是自己的性格原因，一直都是在混日子。没有什么计算机的基础。  从java的基础开始，到雷神的springboot，最后到...,经验贴
秋招总结	本人双飞本1offer，一边在众安实习一边秋招，忙忙碌碌了三个月，从满怀希望的投简历，到最后的摆烂释怀，人麻了，也是因为我前期准备不充分，很多机会都没有把握住，导致目前只拿到了一个京东方的offer，今天过完21岁生日，也不打算继续投了，秋招到此结束吧。,经验贴
秋招第一个Offer——我是如何拿到字节意向书的？	本人的情况是23届的科班硕士，曾在字节实习过三个月，在今年的秋招幸运的拿到了字节的Offer，岗位是前端开发。今年计算机专业秋招的情况想必就算还没有正式参加秋招的同学也多多少少有所耳闻，在面对复杂且不断变化的就业形势时，相信大家的压力也会比较大，因此我想就自己的个人情况写一篇简短的秋招总结以及带上一些个人经验的分享，希望能给需要的同学提供一点灵感，也祝愿大家能在秋招过程中拿到满意的Offer。 秋招时间线 我的...,经验贴
双非硕士前端秋招总结贴	最开始跟导师申请能不能不开组会了，专心准备秋招，老师说完全不开肯定是不可能的，你们秋招要到啥时候呢？如果找到11月份，那中间这么久就不科研肯定是不可能的，两周开一次，还是不能完全放下。当时还想，不至于找到11月份还吧，没想到，一语成谶，真的是差不多找到11月份。不管怎么样，到现在算是结束了，虽然最终签啥还有变数，但 至少不是颗粒无收，总归是不会毕业即失业了，还算是一个比较满意的结局了。,经验贴
秋招落下帷幕，一点小感想，并记录一下秋招的历程	把三方交出去了，秋招也算彻底结束，最后还是决定去离家更近的海康研究院做数字ic，虽然整个秋招的过程不尽如人意，但自己还是能接受的。秋招的offer如下：  1.tplink深圳 27*16 2.中电29所 总包21-28 3.zeku西安 大白菜 4.诺瓦 西安 21*15 5.jdf 北京  16k（u1s1，纯纯的恶心人） 6.小米 上海多媒体ip 今年的统一价25*15 7.经纬恒润 北京 总包40，三方寄出去第二天才发的带薪意向。。。  8.772所 北京 总包35+京户（一度纠结过，...,招聘信息
暑期实习还是日常实习	实习  现在的情况就是研二上半学期学校规定可以去实习半年 但是研一到研二的暑假 我也不想空着 纠结的点在于 1.三四月份找实习的话是先找暑期实习  然后等到暑假的时候在找日常实习 这样就能有两份实习 2. 还是三四月份就找日常实习 一直实习到研二寒假 这样方便点 但是只有一段实习 引流：阿里 百度 腾讯  字节 华为 ......211硕三年制研一在读 非科班转码java 以后目标就是进银行、国企 现在学到springboot了 准备明年三四月份开始找,求助贴
为时半年折磨人的秋招终于结束了！秋招总结篇	秋招签了某中厂也算结束了这半年来的秋招了，总结了一下自身的学习经历希望对大家有一些帮助。 一、秋招基本情况  本科三本，硕士末2，科班，一年工作经历，一段大厂实习，一个秒杀项目，力扣500+。投递160+，进面23（oc6家，池子6家，流程中3家，确认无了6家，流程不明2家），感觉今年学历蛮重要的，卡学历挺严重的，中厂进面仅仅只有6家，大厂除了字节提前批捞过，但当时觉得北京不想来，就拒绝面试了，没想到这是唯一一次大厂...,求助贴
一名 无实习 无奖学金 科班本科生的秋招历程	9月初投简历，10月中旬面试，应该是补录11月： 交行软开 武汉 AI面+一轮面试+测评+体检 已签约 江苏银行 南京 总行金融科技培养生  提前批面试+笔试+测评+体检 体检已拒 中国联通软件研究院 广州 笔试+测评+三轮面试 近期谈薪，感觉也不错，已签交行所以准备拒绝 整个秋招可以感受到互联网行业真的是寒气逼人，很多互联网企业光是简历关就过不去，投递160多次简历，光简历挂约60次。建议同学们不要只盯着互联网企业（大佬当我没说...,经验贴
23届双非硕士秋招结束（大数据开发）	秋招准备大概是研一下学期开始，那时决定学了大数据开发了，学了一年找了个中小厂实习，然后转去大厂实习，然后实习转正。感谢领导给机会- -秋招大概是8月开始投  投到9月中，大概是投了60+家，收到面试机会基本是2/60，一个是多益，一个是另外一个大厂。后面大厂到了hr面，然后hc锁了 整个秋招没有收到任何offer……感觉自己完全是运气好，准备太早了，所以一直劝师弟别学大数据开发，我后端舍友没任何实习还可以找个中小厂，我...,求助贴
秋招终于结束啦！	今天下午把三方签完了，可以宣告秋招彻底结束了！ 海投选手的秋招总结如下：累积投递136个不同岗位，参加笔试45场，参加面试36场，收到30封感谢信， 拿到两个offer。,求助贴
你可能不适合做产品经理！！！	因为产品经理对实习经验要求较为严苛，我曾在某东做过产品运营实习，后来又去了某滴做了策略产品经理实习，在这半年实习中，对产品以及产品经理这个岗位有了初步的了解和认识，也从原来的盲目从众慢慢地开始思考：“我是否匹配这个岗位？”、“我是否更适合这个岗位？” 接下来，我是如何判断自己到底适不适合做产品经理？为准备实习、正在实习以及纠结秋招岗位的同学们提一些自己对这个岗位的看法？1.实践是检验真理的唯一标准！ ...,求助贴
